 , N/A , Image Name                     PID Session Name        Session#    Mem Usage
svchost.exe                   1008 Services                   0     11 , 632 K
svchost.exe                    312 Services                   0      5 , 828 K
svchost.exe                     52 Services                   0      8 , 336 K
svchost.exe                    392 Services                   0     10 , 044 K
svchost.exe                   1056 Services                   0     19 , 796 K
svchost.exe                   1064 Services                   0      6 , 472 K
svchost.exe                   1080 Services                   0     13 , 896 K
svchost.exe                   1160 Services                   0     12 , 128 K
svchost.exe                   1188 Services                   0      8 , 252 K
svchost.exe                   1200 Services                   0     15 , 880 K
svchost.exe                   1212 Services                   0      6 , 224 K
svchost.exe                   1280 Services                   0      8 , 312 K
svchost.exe                   1328 Services                   0      9 , 936 K
svchost.exe                   1340 Services                   0      7 , 616 K
svchost.exe                   1348 Services                   0      9 , 832 K
svchost.exe                   1384 Services                   0      7 , 288 K
svchost.exe                   1408 Services                   0      7 , 440 K
svchost.exe                   1512 Services                   0      9 , 156 K
